class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,wood,,,,
edible,flat,fibrous,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,wood,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,wood,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,fibrous,brown,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood,,,,
poisonous,convex,smooth,white ,true,pungent ,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,,,,
edible,convex,smooth,yellow,true,anise ,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,,,,
edible,convex,fibrous,brown,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,wood,,,,
edible,flat,scaly,brown,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,smooth,gray,false,none ,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,,,,
edible,convex,scaly,red,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,fibrous,gray,false,none ,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,,,,
edible,flat,smooth,white ,false,none ,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,,,,
edible,convex,fibrous,brown,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,flat,fibrous,brown,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,wood,,,,
edible,flat,fibrous,gray,false,none ,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,,,,
edible,flat,fibrous,gray,false,none ,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,,,,
edible,flat,fibrous,brown,false,none ,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,wood,,,,
poisonous,flat,scaly,brown,true,pungent ,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,wood,,,,
edible,convex,smooth,white ,false,none ,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,,,,
edible,bell,smooth,white ,true,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows,,,,
edible,convex,smooth,white ,false,none ,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,,,,
edible,flat,fibrous,brown,false,none ,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,wood,,,,
edible,flat,fibrous,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,fibrous,gray,false,none ,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,,,,
poisonous,convex,smooth,white ,true,pungent ,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,,,,
edible,convex,smooth,brown,false,none ,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,wood,,,,
edible,flat,fibrous,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,scaly,brown,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,wood,,,,
edible,flat,fibrous,brown,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,wood,,,,
edible,flat,fibrous,brown,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,scaly,red,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,wood,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,wood,,,,
edible,flat,fibrous,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,wood,,,,
edible,convex,scaly,red,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,wood,,,,
poisonous,convex,smooth,white ,true,pungent ,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood,,,,
edible,convex,fibrous,brown,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,scaly,red,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,wood,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,several,wood,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,wood,,,,
edible,flat,scaly,red,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,wood,,,,
edible,flat,fibrous,brown,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,,,,
edible,convex,fibrous,brown,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,wood,,,,
edible,flat,scaly,gray,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,several,wood,,,,
edible,convex,scaly,red,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,wood,,,,
poisonous,convex,fibrous,gray,false,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,grasses,,,,
poisonous,flat,smooth,white ,true,pungent ,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,wood,,,,
edible,convex,fibrous,white ,false,none ,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,,,,
edible,convex,scaly,brown,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,wood,,,,
edible,flat,fibrous,brown,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,fibrous,brown,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,wood,,,,
edible,convex,scaly,brown,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,wood,,,,
edible,convex,scaly,red,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,wood,,,,
edible,convex,scaly,brown,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,scaly,red,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,wood,,,,
edible,flat,scaly,brown,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,flat,scaly,brown,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,wood,,,,
edible,convex,scaly,brown,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,wood,,,,
poisonous,flat,smooth,brown,true,pungent ,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,,,,
edible,flat,fibrous,red,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,wood,,,,
poisonous,convex,smooth,white ,true,pungent ,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,wood,,,,
edible,flat,fibrous,brown,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,wood,,,,
edible,convex,scaly,brown,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,flat,fibrous,red,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,scaly,brown,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,wood,,,,
edible,flat,fibrous,brown,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,flat,fibrous,brown,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,wood,,,,
edible,convex,fibrous,brown,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,wood,,,,
edible,flat,fibrous,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,,,,
edible,convex,scaly,brown,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,wood,,,,
edible,flat,fibrous,brown,true,none ,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,fibrous,red,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,scaly,red,true,none ,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,wood,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,wood,,,,
edible,convex,scaly,red,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,,,,
edible,convex,fibrous,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,flat,fibrous,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,wood,,,,
edible,convex,scaly,gray,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,wood,,,,
edible,convex,scaly,red,true,none ,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,wood,,,,
edible,flat,fibrous,brown,true,none ,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,wood,,,,
